SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2017-2018,42,PENNSYLVANIA,PA,Brandywine Heights Intrmd/MS,Brandywine Heights Area SD,1,,PA-114060853,4204050,PA-114060853-8383,420405007585,4207585,200 W Weis St,,,Topton,PA,19562,,200 W Weis St,,,Topton,PA,19562,,(610)682-5131,http://www.bhasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,04,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Brownsville Area El Sch,Brownsville Area SD,1,,PA-101260803,4204080,PA-101260803-8384,420408007573,4207573,7 Falcon Drive,,,Brownsville,PA,15417,,7 Falcon Drive,,,Brownsville,PA,15417,,(724)785-9600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Moore Sch,Brentwood Borough SD,1,,PA-103021453,4204140,PA-103021453-0068,420414000068,4200068,3809 Dalewood St,,,Pittsburgh,PA,15227,3509.0,3809 Dalewood St,,,Pittsburgh,PA,15227,3509.0,(412)881-7776,http://www.bb-sd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Elroy Avenue El Sch,Brentwood Borough SD,1,,PA-103021453,4204140,PA-103021453-0069,420414000069,4200069,3129 Elroy Ave,,,Pittsburgh,PA,15227,2824.0,3129 Elroy Ave,,,Pittsburgh,PA,15227,2824.0,(412)881-4484,http://www.bb-sd.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Warren Snyder-John Girotti El Sch,Bristol Borough SD,1,,PA-122091303,4204200,PA-122091303-1013,420420001013,4201013,450 Beaver St,,,Bristol,PA,19007,,450 Beaver St,,,Bristol,PA,19007,,(215)781-1000,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Brookwood El Sch,Bristol Township SD,1,,PA-122091352,4204230,PA-122091352-8368,420423007591,4207591,2200 Haines Rd,,,Levittown,PA,19057,,2200 Haines Rd,,,Levittown,PA,19057,,(267)599-2440,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,KG,07,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mill Creek El Sch,Bristol Township SD,1,,PA-122091352,4204230,PA-122091352-8367,420423007596,4207596,6501 Mill Creek Rd,,,Levittown,PA,19057,,6501 Mill Creek Rd,,,Levittown,PA,19057,,(267)599-2440,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Keystone El Sch,Bristol Township SD,1,,PA-122091352,4204230,PA-122091352-8369,420423007597,4207597,1800 Keystone St,,,Croydon,PA,19021,,1800 Keystone St,,,Croydon,PA,19021,,(267)599-2470,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Brockway Area Elementary Sch,Brockway Area SD,1,,PA-106330703,4204260,PA-106330703-5148,420426005148,4205148,40 North St,,,Brockway,PA,15824,1061.0,40 North St,,,Brockway,PA,15824,1061.0,(814)265-8417,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Pinecreek El Sch,Brookville Area SD,1,,PA-106330803,4204320,PA-106330803-2368,420432002368,4202368,PO Box 479,,,Brookville,PA,15825,479.0,16771 Route 322,,,Brookville,PA,15825,,(814)849-1119,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,01,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hickory Grove El Sch,Brookville Area SD,1,,PA-106330803,4204320,PA-106330803-5231,420432005231,4205231,PO Box 479,,,Brookville,PA,15825,479.0,104 Jenks Street,,,Brookville,PA,15825,,(814)849-1112,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,03,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Northside El Sch,Brookville Area SD,1,,PA-106330803,4204320,PA-106330803-6163,420432006163,4206163,PO Box 479,,,Brookville,PA,15825,479.0,280 Church Street,,,Brookville,PA,15825,,(814)849-1118,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,KG,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Burgettstown El Ctr,Burgettstown Area SD,1,,PA-101631203,4204500,PA-101631203-7477,420450000243,4200243,100 Bavington Rd,,,Burgettstown,PA,15021,2727.0,100 Bavington Rd,,,Burgettstown,PA,15021,2727.0,(724)947-8150,http://www.burgettstown.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Bon Air El Sch,Burrell SD,1,,PA-107650703,4204530,PA-107650703-4333,420453004333,4204333,3260 Leechburg Rd,,,Lower Burrell,PA,15068,2824.0,3260 Leechburg Rd,,,Lower Burrell,PA,15068,2824.0,(724)334-1463,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Stewart El Sch,Burrell SD,1,,PA-107650703,4204530,PA-107650703-4336,420453004336,4204336,2880 Leechburg Rd,,,Lower Burrell,PA,15068,2556.0,2880 Leechburg Rd,,,Lower Burrell,PA,15068,2556.0,(724)334-1483,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Emily Brittain El Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1134,420459001134,4201134,338 North Washington Street,,,Butler,PA,16001,5242.0,338 North Washington Street,,,Butler,PA,16001,5242.0,(724)287-8721,http://www.edline.net/pages/Emily_Brittain_Elementary_Scho,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mcquistion El Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1138,420459001138,4201138,210 Mechling Drive,,,Butler,PA,16001,3499.0,210 Mechling Drive,,,Butler,PA,16001,3499.0,(724)287-8721,http://www.edline.net/pages/McQuistion_Elementary_School,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Northwest El Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1142,420459001142,4201142,124 Staley Avenue,,,Butler,PA,16001,2409.0,124 Staley Avenue,,,Butler,PA,16001,2409.0,(724)287-8721,http://www.edline.net/pages/Northwest_School,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Center Twp Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1148,420459001148,4201148,950 Mercer Road,,,Butler,PA,16001,1139.0,950 Mercer Road,,,Butler,PA,16001,1139.0,(724)287-8721,http://www.edline.net/pages/Center_Township_School,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Connoquenessing El Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1150,420459001150,4201150,102 Connoquenessing School Road,,,Renfrew,PA,16053,8201.0,102 Connoquenessing School Road,,,Renfrew,PA,16053,8201.0,(724)287-8721,http://www.edline.net/pages/Connoquenessing_Elementary_Sch,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Summit El Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1184,420459001184,4201184,351 Brinker Road,,,Butler,PA,16002,9126.0,351 Brinker Road,,,Butler,PA,16002,9126.0,(724)287-8721,http://www.edline.net/pages/Summit_Elementary_School,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Center Avenue Sch,Butler Area SD,1,,PA-104101252,4204590,PA-104101252-1137,420459007139,4207139,102 Center Avenue,,,Butler,PA,16001,6109.0,102 Center Avenue,,,Butler,PA,16001,6109.0,(724)287-8721,http://www.edline.net/pages/Center_Avenue_School,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,California Area El Sch,California Area SD,1,,PA-101631503,4204710,PA-101631503-7221,420471000813,4200813,40 Trojan Way,,,Coal Center,PA,15423,9610.0,40 Trojan Way,,,Coal Center,PA,15423,9610.0,(724)785-5800,http://www.calsd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Cambria Heights El Sch,Cambria Heights SD,1,,PA-108111203,4204740,PA-108111203-7347,420474000025,4200025,138 East Campbell St,PO Box 510,,Carrolltown,PA,15722,510.0,138 East Campbell St,,,Carrolltown,PA,15722,510.0,(814)344-8506,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Woodland El Sch,Cameron County SD,1,,PA-109122703,4204830,PA-109122703-1298,420483001298,4201298,601 Woodland Ave,,,Emporium,PA,15834,1043.0,601 Woodland Ave,,,Emporium,PA,15834,1043.0,(814)486-4000,http://www.camcosd.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Eisenhower El Sch,Camp Hill SD,1,,PA-115211003,4204860,PA-115211003-1678,420486001678,4201678,340 N 21st St,,,Camp Hill,PA,17011,,340 N 21st St,,,Camp Hill,PA,17011,,(717)901-2600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hoover El Sch,Camp Hill SD,1,,PA-115211003,4204860,PA-115211003-1680,420486001680,4201680,420 S 24th St,,,Camp Hill,PA,17011,2993.0,420 S 24th St,,,Camp Hill,PA,17011,2993.0,(717)901-2550,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wylandville El Sch,Canon-McMillan SD,1,,PA-101631703,4204890,PA-101631703-4214,420489004214,4204214,1254 Route 519,,,Eighty Four,PA,15330,9709.0,1254 Route 519,,,Eighty Four,PA,15330,9709.0,(724)222-2507,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,South Central El,Canon-McMillan SD,1,,PA-101631703,4204890,PA-101631703-4937,420489004937,4204937,230 S Central Ave,,,Canonsburg,PA,15317,1552.0,230 S Central Ave,,,Canonsburg,PA,15317,1552.0,(724)745-4475,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hills-Hendersonville El Sch,Canon-McMillan SD,1,,PA-101631703,4204890,PA-101631703-4938,420489004938,4204938,50 Mayview Rd,,,Canonsburg,PA,15317,5617.0,50 Mayview Rd,,,Canonsburg,PA,15317,5617.0,(724)745-8390,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Muse El Sch,Canon-McMillan SD,1,,PA-101631703,4204890,PA-101631703-8397,420489007614,4207614,40 Muse School St PO Box 430,,,Muse,PA,15350,430.0,40 Muse School St,,,Muse,PA,15350,,(724)745-9014,,3,New,3,New,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Borland Manor El Sch,Canon-McMillan SD,1,,PA-101631703,4204890,PA-101631703-4211,420489009936,4209936,30 Giffin Dr,,,Canonsburg,PA,15317,2267.0,30 Giffin Dr,,,Canonsburg,PA,15317,2267.0,(724)745-2700,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Canton Area El Sch,Canton Area SD,1,,PA-117081003,4204920,PA-117081003-5303,420492005303,4205303,545 E Main St,,,Canton,PA,17724,1698.0,545 E Main St,,,Canton,PA,17724,1698.0,(570)673-5196,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Carbondale El Sch,Carbondale Area SD,1,,PA-119351303,4204980,PA-119351303-7457,420498000225,4200225,103 Brooklyn St,,,Carbondale,PA,18407,2207.0,103 Brooklyn St,,,Carbondale,PA,18407,2207.0,(570)282-5656,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Letort El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1683,420501001683,4201683,540 W. North St.,,,Carlisle,PA,17013,2239.0,110 E South St,,,Carlisle,PA,17013,2239.0,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mt Holly Springs El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1686,420501001686,4201686,540 W. North St.,,,Carlisle,PA,17013,2239.0,110 Mooreland Ave,,,Mt Holly Springs,PA,17065,,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,North Dickinson El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1687,420501001687,4201687,540 W. North St.,,,Carlisle,PA,17013,2239.0,151 N Dickinson School Rd,,,Carlisle,PA,17013,2239.0,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Crestview El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1689,420501001689,4201689,540 W. North St.,,,Carlisle,PA,17013,2239.0,240 Longs Gap Rd,,,Carlisle,PA,17013,2239.0,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mooreland El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1690,420501001690,4201690,540 W. North St.,,,Carlisle,PA,17013,2239.0,329 Wilson St,,,Carlisle,PA,17013,2239.0,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hamilton El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1691,420501001691,4201691,540 W. North St.,,,Carlisle,PA,17013,2239.0,735 Clay St,,,Carlisle,PA,17013,2239.0,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Bellaire El Sch,Carlisle Area SD,1,,PA-115211103,4205010,PA-115211103-1692,420501001692,4201692,540 W. North St.,,,Carlisle,PA,17013,2239.0,905 Waggoner's Gap Rd,,,Carlisle,PA,17013,2239.0,(717)240-6800,http://www.carlisleschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Carnegie El Sch,Carlynton SD,1,,PA-103021603,4205040,PA-103021603-0077,420504000077,4200077,301 Franklin Ave,,,Carnegie,PA,15106,3031.0,301 Franklin Ave,,,Carnegie,PA,15106,3031.0,(412)429-2500,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Crafton El Sch,Carlynton SD,1,,PA-103021603,4205040,PA-103021603-0078,420504000078,4200078,1874 Crafton Blvd,,,Pittsburgh,PA,15205,3104.0,1874 Crafton Blvd,,,Pittsburgh,PA,15205,3104.0,(412)429-2500,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Carmichaels Area El Ctr,Carmichaels Area SD,1,,PA-101301303,4205070,PA-101301303-7315,420507009974,4209974,225 N Vine St,,,Carmichaels,PA,15320,1287.0,225 N Vine St,,,Carmichaels,PA,15320,1287.0,(724)966-5045,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Francis H Sheckler El Sch,Catasauqua Area SD,1,,PA-121391303,4205160,PA-121391303-6593,420516006593,4206593,251 N 14th St,,,Catasauqua,PA,18032,1107.0,251 N 14th St,,,Catasauqua,PA,18032,1107.0,(610)264-5601,http://www.cattysd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,McDonald El Sch,Centennial SD,1,,PA-122092002,4205190,PA-122092002-5007,420519005007,4205007,666 Reeves Ln,,,Warminster,PA,18974,3025.0,666 Reeves Ln,,,Warminster,PA,18974,3025.0,(215)441-6157,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Willow Dale El Sch,Centennial SD,1,,PA-122092002,4205190,PA-122092002-8200,420519007388,4207388,720 Norristown Rd,,,Warminster,PA,18974,2626.0,720 Norristown Rd,,,Warminster,PA,18974,2626.0,(215)441-6093,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Davis El Sch,Centennial SD,1,,PA-122092002,4205190,PA-122092002-8222,420519007451,4207451,475 Maple Ave,,,Southampton,PA,18966,,475 Maple Ave,,,Southampton,PA,18966,,(215)364-5970,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Cold Spring El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-7435,420531000171,4200171,4150 Durham Rd,,,Doylestown,PA,18902,1331.0,4150 Durham Rd,,,Doylestown,PA,18902,1331.0,(267)893-3800,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Jamison El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-7520,420531000301,4200301,2090 Land Rd,,,Jamison,PA,18929,1320.0,2090 Land Rd,,,Jamison,PA,18929,1320.0,(267)893-3500,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Groveland El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-7653,420531000539,4200539,1100 North Easton Road,,,Doylestown,PA,18902,1011.0,1100 North Easton Road,,,Doylestown,PA,18902,1011.0,(267)893-4600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mill Creek El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-7654,420531000540,4200540,638 Bellflower Boulevard,,,Warrington,PA,18976,1674.0,638 Bellflower Boulevard,,,Warrington,PA,18976,1674.0,(267)893-3600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Bridge Valley El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-7796,420531000798,4200798,2280 Sugar Bottom Road,,,Furlong,PA,18925,,2280 Sugar Bottom Road,,,Furlong,PA,18925,,(267)893-3700,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Buckingham El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-1044,420531001044,4201044,Box 158 2414 Durham Road,,,Buckingham,PA,18912,158.0,Box 158 2414 Durham Road,,,Buckingham,PA,18912,158.0,(267)893-4200,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Kutz El Sch,Central Bucks SD,1,,PA-122092102,4205310,PA-122092102-1047,420531001047,4201047,1950 Turk Road RD 3,,,Doylestown,PA,18901,2899.0,1950 Turk Road RD 3,,,Doylestown,PA,18901,2899.0,(267)893-3900,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
