,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Incident Zip,Incident Address,Address Type,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane)
1373,40808280,08/27/2018 02:06:59 PM,08/27/2018 02:06:59 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,103-05 103 STREET,,Unspecified QUEENS,QUEENS,,
1374,40808281,08/27/2018 11:35:56 AM,08/27/2018 11:35:56 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,160-49 CLAUDE AVENUE,,Unspecified QUEENS,QUEENS,,
1375,40808282,06/22/2012 01:59:56 PM,06/25/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,4504 BEACH 45 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1376,40808287,08/02/2012 02:01:13 PM,08/06/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,423 ROGERS AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1377,40808290,06/19/2012 03:37:07 PM,12/27/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,313 46 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1378,40808295,09/26/2015 09:07:12 AM,09/28/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,92 BRIGHTON 11 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1379,40808298,09/25/2015 12:16:20 PM,09/28/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2401 NOSTRAND AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1380,40808300,09/25/2015 12:08:46 PM,09/25/2015 12:08:46 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,EAST 58 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1381,40808305,05/27/2015 11:57:45 AM,06/05/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,222 PULASKI STREET,,Unspecified BROOKLYN,BROOKLYN,,
1382,40808309,05/02/2014 10:57:06 AM,05/05/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2005 86 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1383,40808310,05/02/2014 12:21:57 AM,05/02/2014 12:21:57 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3440 GUIDER AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1384,40808311,03/26/2014 08:22:00 AM,03/27/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,500 QUINCY STREET,,Unspecified BROOKLYN,BROOKLYN,,
1385,40808316,11/05/2013 03:42:12 PM,11/07/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1459 BUSHWICK AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1386,40808318,02/21/2014 12:01:02 PM,07/19/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,8601 23 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1387,40808320,02/17/2014 11:35:42 AM,02/20/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,954 NOSTRAND AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1388,40808323,12/09/2013 11:38:29 AM,12/10/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,153 JOHNSON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1389,40808326,01/31/2014 12:11:15 PM,02/24/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,743 SACKMAN STREET,,Unspecified BROOKLYN,BROOKLYN,,
1390,40808335,08/29/2017 01:05:31 PM,09/05/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,91 LEWISTON STREET,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1391,40808338,05/13/2015 12:22:19 PM,05/14/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,120 STUYVESANT PLACE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1392,40808340,01/25/2017 10:26:05 AM,01/25/2017 10:26:05 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,223-16 138 AVENUE,,Unspecified QUEENS,QUEENS,,
1393,40808342,06/14/2016 09:31:54 AM,12/04/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,155-24 102 STREET,,Unspecified QUEENS,QUEENS,,
1394,40808343,07/24/2012 03:17:32 PM,07/25/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,5006 3 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1395,40808346,05/06/2015 12:42:57 PM,05/07/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,41-29 41 STREET,,Unspecified QUEENS,QUEENS,,
1396,40808348,10/27/2014 12:56:25 PM,12/23/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,129-16 14 AVENUE,,Unspecified QUEENS,QUEENS,,
1397,40808352,06/06/2012 10:01:04 AM,02/15/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,100 SACKETT STREET,,Unspecified BROOKLYN,BROOKLYN,,
1398,40808353,12/26/2013 10:22:29 AM,12/27/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,119-15 27 AVENUE,,Unspecified QUEENS,QUEENS,,
1399,40808357,05/02/2012 08:52:14 AM,05/02/2012 08:52:14 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1079 ROGERS AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1400,40808359,06/15/2011 11:22:27 AM,06/15/2011 11:22:27 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,23 CLINTON AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1401,40808360,06/02/2011 03:07:45 PM,06/23/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,283 RICHARD AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1402,40808361,03/15/2012 03:37:19 PM,03/15/2012 03:37:19 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1836 ROCKAWAY PARKWAY,,Unspecified BROOKLYN,BROOKLYN,,
1403,20788531,07/07/2011 09:54:00 AM,07/11/2011 12:00:00 PM,DSNY,A - Queens,Other Enforcement,E2A Storage Of Receptacles,11411,227-09 LINDEN BOULEVARD,ADDRESS,13 QUEENS,QUEENS,1058057,191932
1404,20788532,07/07/2011 10:29:00 AM,07/09/2011 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11229,1990 EAST 19 STREET,ADDRESS,15 BROOKLYN,BROOKLYN,997262,158604
1405,40808366,03/15/2014 11:02:39 PM,08/07/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,260 BAY 13 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1406,40808370,03/13/2014 01:19:08 PM,03/17/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,7107 14 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1407,40808372,03/12/2014 01:02:18 PM,03/12/2014 01:02:18 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,ST MARKS PLACE,,Unspecified BROOKLYN,BROOKLYN,,
1408,40808373,03/10/2014 12:53:29 PM,03/11/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,39 SUYDAM STREET,,Unspecified BROOKLYN,BROOKLYN,,
1409,40808379,04/12/2014 01:07:39 PM,04/15/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,70 STEUBEN STREET,,Unspecified BROOKLYN,BROOKLYN,,
1410,40808380,04/11/2014 01:11:28 PM,05/21/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,181 FRANKLIN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1411,40808382,04/09/2014 04:52:01 PM,04/10/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,125 EAST 18 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1412,40808383,02/28/2014 01:22:35 PM,02/28/2014 01:22:35 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2930 WEST 5 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1413,40808385,04/09/2014 10:03:43 AM,04/10/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,141 SKILLMAN STREET,,Unspecified BROOKLYN,BROOKLYN,,
1414,40808389,06/26/2017 02:12:44 PM,09/12/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3922 VICTORY BOULEVARD,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1415,40808394,07/19/2012 09:55:54 AM,07/19/2012 09:55:54 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,437 LISK AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1416,40808400,08/18/2014 03:42:20 PM,09/03/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,553 TOMPKINS AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1417,40808401,07/23/2014 02:26:23 PM,08/07/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3 HITCHCOCK AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1418,40808404,03/05/2012 09:43:16 AM,03/05/2012 09:43:16 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,5114 7 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1419,40808408,02/29/2012 10:23:16 AM,03/01/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,100 BAYARD STREET,,Unspecified BROOKLYN,BROOKLYN,,
1420,40808410,08/22/2018 05:04:04 PM,10/02/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,133-20 95 AVENUE,,Unspecified QUEENS,QUEENS,,
1421,40808412,03/12/2012 09:57:40 AM,03/12/2012 09:57:40 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,251 IRVING AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1422,40808415,03/08/2012 04:13:16 PM,03/08/2012 04:13:16 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,331 PULASKI STREET,,Unspecified BROOKLYN,BROOKLYN,,
1423,40808417,09/17/2014 06:56:37 PM,09/22/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,415 WASHINGTON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1424,40808418,09/17/2014 04:54:53 PM,09/22/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,273 LEONARD STREET,,Unspecified BROOKLYN,BROOKLYN,,
1425,40808422,07/09/2014 12:14:54 PM,07/15/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1761 PITKIN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1426,40808423,07/08/2014 06:30:26 PM,07/09/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,6223 10 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1427,40808424,06/05/2014 01:39:24 PM,06/06/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1840 70 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1428,40808425,12/04/2015 04:10:40 PM,12/10/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,WILLOUGHBY AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1429,40808433,04/08/2014 06:31:11 PM,04/10/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1312 PUTNAM AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1430,40808434,02/25/2014 12:05:56 PM,02/25/2014 12:05:56 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1082 EAST 23 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1431,40808437,05/14/2014 05:35:08 PM,05/15/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3812 NAUTILUS AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1432,40808438,05/13/2014 01:24:09 PM,05/14/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,871 HART STREET,,Unspecified BROOKLYN,BROOKLYN,,
1433,40808439,05/09/2014 10:33:12 PM,10/16/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,155 MARTIN LUTHER KING JR PLACE,,Unspecified BROOKLYN,BROOKLYN,,
1434,40808440,04/02/2014 04:36:21 PM,04/03/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,SOUTH 4 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1435,40808441,04/02/2014 10:26:55 AM,04/03/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,314 ST JOHN'S PLACE,,Unspecified BROOKLYN,BROOKLYN,,
1436,40808442,05/09/2014 08:17:50 AM,05/23/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1824 53 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1437,40808449,05/06/2014 04:29:10 PM,05/07/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1847 BENSON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1438,40808461,02/24/2012 09:20:10 AM,02/24/2012 09:20:10 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,440 BARBEY STREET,,Unspecified BROOKLYN,BROOKLYN,,
1439,40808462,02/22/2012 11:46:16 PM,05/23/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,101 BAY 37 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1440,40808464,04/06/2012 10:37:55 AM,07/02/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,9215 4 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1441,40808465,04/05/2012 07:41:00 PM,06/11/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,435 BLEEKER STREET,,Unspecified BROOKLYN,BROOKLYN,,
1442,40808469,02/16/2012 02:41:56 PM,02/22/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1611 64 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1443,40808471,02/15/2012 06:20:13 PM,02/17/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1719 61 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1444,40808474,04/03/2012 08:42:50 AM,04/03/2012 08:42:50 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3057 BRIGHTON 2 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1445,40808476,04/02/2012 11:22:12 PM,06/19/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,62 BAY 35 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1446,40808477,03/31/2012 06:45:23 AM,06/12/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,625 50 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1447,40808478,02/12/2012 12:16:51 PM,06/13/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,179 WOODPOINT ROAD,,Unspecified BROOKLYN,BROOKLYN,,
1448,40808484,01/30/2015 12:23:45 PM,02/26/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,SHEEPSHEAD BAY,,Unspecified BROOKLYN,BROOKLYN,,
1449,40808488,08/08/2014 08:33:50 AM,08/11/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,NORTH 6 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1450,40808490,10/28/2015 11:03:47 AM,10/29/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2123 EAST 7 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1451,40808492,08/27/2015 06:58:55 AM,08/31/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,886 MANHATTAN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1452,40808493,06/26/2015 02:19:22 PM,07/02/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,76 HART STREET,,Unspecified BROOKLYN,BROOKLYN,,
1453,40808498,04/28/2015 01:18:45 PM,04/28/2015 01:18:45 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,392 KOSCIUSZKO STREET,,Unspecified BROOKLYN,BROOKLYN,,
1454,40808513,11/14/2013 02:49:30 PM,11/21/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,175 EXETER STREET,,Unspecified BROOKLYN,BROOKLYN,,
1455,40808518,11/09/2013 11:44:45 AM,12/03/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,175 FRANKLIN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1456,40808520,01/04/2014 11:27:38 AM,05/28/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,191 NEPTUNE AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1457,40808524,12/24/2013 01:39:54 PM,12/30/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,46 STARR STREET,,Unspecified BROOKLYN,BROOKLYN,,
1458,40808530,03/27/2012 11:05:10 AM,07/03/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,762 59 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1459,40808532,05/10/2012 01:27:07 PM,05/12/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,50 FORT GREEN PLACE,,Unspecified BROOKLYN,BROOKLYN,,
1460,40808534,05/08/2012 12:10:09 PM,05/10/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2037 EAST 23 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1461,40808535,03/21/2012 11:04:49 AM,03/21/2012 11:04:49 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2534 EAST 12 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1462,40808538,05/07/2012 11:29:54 AM,05/07/2012 11:29:54 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,890 ROCKAWAY AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1463,40808542,05/04/2012 09:29:35 AM,05/09/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,162 HALL STREET,,Unspecified BROOKLYN,BROOKLYN,,
1464,40808543,01/12/2012 02:52:59 PM,01/12/2012 02:52:59 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,691 FULTON STREET,,Unspecified BROOKLYN,BROOKLYN,,
1465,40808544,01/06/2012 02:01:46 PM,01/06/2012 02:01:46 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,156 SULLIVAN STREET,,Unspecified BROOKLYN,BROOKLYN,,
1466,40808548,11/15/2011 08:53:35 AM,11/15/2011 08:53:35 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2012 EAST 56 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1467,40808549,11/14/2011 01:42:04 PM,11/14/2011 01:42:04 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2382 CONEY ISLAND AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1468,40808551,01/23/2015 02:54:19 PM,02/03/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,354 SOUTH 1 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1469,40808556,03/26/2014 11:29:44 AM,03/27/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,4811 CHURCH AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1470,40808561,03/17/2014 12:21:29 PM,03/18/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1466 79 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1471,40808570,03/06/2014 05:48:23 PM,03/07/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,336 CHAUNCEY STREET,,Unspecified BROOKLYN,BROOKLYN,,
1472,40808576,02/15/2014 02:50:28 PM,02/20/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,169 SKILLMAN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1473,40808578,12/17/2013 09:06:37 AM,12/17/2013 09:06:37 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,296 COOPER STREET,,Unspecified BROOKLYN,BROOKLYN,,
1474,40808586,02/06/2014 12:41:42 AM,02/07/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1492 FULTON STREET,,Unspecified BROOKLYN,BROOKLYN,,
1475,40808593,09/11/2013 03:33:37 PM,12/27/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,297 QUINCY STREET,,Unspecified BROOKLYN,BROOKLYN,,
1476,40808596,11/14/2011 09:17:58 AM,11/14/2011 09:17:58 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1161 40 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1477,40808597,11/09/2011 09:23:50 PM,11/15/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,336 89 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1478,40808598,12/27/2011 08:49:39 AM,12/28/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,70 EAST 8 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1479,40808599,12/23/2011 10:35:21 PM,12/27/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,821 45 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1480,40808601,12/22/2011 02:32:24 PM,12/22/2011 02:32:24 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,212 LEFFERTS PLACE,,Unspecified BROOKLYN,BROOKLYN,,
1481,40808603,11/04/2011 10:00:14 AM,11/07/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,325 CLINTON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1482,40808604,12/17/2011 12:48:25 PM,12/17/2011 12:48:25 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,476 EAST 95 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1483,40808605,11/02/2011 11:32:25 AM,11/09/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,190 FORBELL STREET,,Unspecified BROOKLYN,BROOKLYN,,
1484,40808606,12/16/2011 06:52:42 PM,01/08/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,13 THAMES STREET,,Unspecified BROOKLYN,BROOKLYN,,
1485,40808609,12/13/2011 02:14:29 PM,12/13/2011 02:14:29 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,763 WILLIAMS AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1486,40808615,12/02/2011 02:48:52 PM,12/02/2011 02:48:52 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2323 STRAUSS STREET,,Unspecified BROOKLYN,BROOKLYN,,
1487,40808623,02/27/2014 07:25:11 PM,02/28/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,19 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1488,40808624,02/27/2014 12:18:44 PM,02/27/2014 12:18:44 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1079 DEAN STREET,,Unspecified BROOKLYN,BROOKLYN,,
1489,20788778,07/07/2011 12:53:00 PM,07/09/2011 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation Condition,22 Weeds,11229,NOEL AVENUE,BLOCKFACE,15 BROOKLYN,BROOKLYN,1005316,153678
1490,40808626,04/08/2014 12:39:02 PM,04/09/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2611 EAST 13 STREET,,Unspecified BROOKLYN,BROOKLYN,,
1491,40808627,04/08/2014 09:22:23 AM,04/09/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,244 FRANKLIN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
1492,40808630,04/07/2014 04:55:34 PM,04/08/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,371 COURT STREET,,Unspecified BROOKLYN,BROOKLYN,,
1493,40808635,05/10/2014 08:38:10 AM,05/13/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,27 MONROE PLACE,,Unspecified BROOKLYN,BROOKLYN,,
1494,40808636,04/01/2014 04:44:11 PM,08/08/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,285 COURT STREET,,Unspecified BROOKLYN,BROOKLYN,,
1495,40808643,08/23/2017 04:11:29 PM,08/28/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,15 BEDELL STREET,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1496,40808645,10/20/2012 01:59:36 PM,10/22/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,719 ILYSSA WAY,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1497,40808647,09/16/2012 01:27:19 AM,09/20/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,24 STEUBEN STREET,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1498,40808648,11/21/2014 10:46:13 AM,11/21/2014 10:46:13 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,173 BENZIGER AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1499,40808653,09/16/2014 10:44:42 AM,09/23/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,796 CASTLETON AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
1500,40808654,07/06/2012 11:14:03 AM,07/06/2012 11:14:03 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,17 SHERADEN AVENUE,,Unspecified STATEN ISLAND,STATEN ISLAND,,
